10000001;0001;05;1;PADARIA FAKE 1;02;20230115;00;;;20230101;5611203;;RUA;DAS FLORES;100;;CENTRO;30130000;MG;4123;31;999990001;;;;;padaria1@example.com;;
10000002;0001;06;1;SALAO FAKE 2;02;20230115;00;;;20230102;9602501;;RUA;DAS PALMEIRAS;200;;CENTRO;30140000;MG;4123;31;999990002;;;;;salao2@example.com;;
10000003;0001;07;1;DOCERIA FAKE 3;02;20230115;00;;;20230103;4721102;;RUA;DAS ACACIAS;300;;CENTRO;30150000;MG;4123;31;999990003;;;;;doceria3@example.com;;
10000004;0001;08;1;ENCANADOR FAKE 4;02;20230115;00;;;20230104;4322301;;RUA;DAS OLIVEIRAS;400;;CENTRO;30160000;MG;4123;31;999990004;;;;;encanador4@example.com;;
10000005;0001;09;1;ELETRICISTA FAKE 5;02;20230115;00;;;20230105;4321500;;RUA;DAS MANGUEIRAS;500;;CENTRO;30170000;MG;4123;31;999990005;;;;;eletricista5@example.com;;
10000006;0001;10;1;CLIENTE CONTADOR A;02;20230115;00;;;20230106;4712100;;RUA;A;10;;CENTRO;30180000;MG;4123;31;999990006;;;;;escritorio3@contafake.com.br;;
10000007;0001;11;1;CLIENTE CONTADOR B;02;20230115;00;;;20230107;4712100;;RUA;B;20;;CENTRO;30180000;MG;4123;31;999990007;;;;;escritorio3@contafake.com.br;;
10000008;0001;12;1;CLIENTE CONTADOR C;02;20230115;00;;;20230108;4712100;;RUA;C;30;;CENTRO;30180000;MG;4123;31;999990008;;;;;escritorio3@contafake.com.br;;
10000009;0001;13;1;CLIENTE CONTADOR D;02;20230115;00;;;20230109;4712100;;RUA;D;40;;CENTRO;30190000;MG;4123;31;999990009;;;;;escritorio4@contafake.com.br;;
10000010;0001;14;1;CLIENTE CONTADOR E;02;20230115;00;;;20230110;4712100;;RUA;E;50;;CENTRO;30190000;MG;4123;31;999990010;;;;;escritorio4@contafake.com.br;;
10000011;0001;15;1;CLIENTE CONTADOR F;02;20230115;00;;;20230111;4712100;;RUA;F;60;;CENTRO;30190000;MG;4123;31;999990011;;;;;escritorio4@contafake.com.br;;
10000012;0001;16;1;CLIENTE CONTADOR G;02;20230115;00;;;20230112;4712100;;RUA;G;70;;CENTRO;30190000;MG;4123;31;999990012;;;;;escritorio4@contafake.com.br;;
10000013;0001;17;1;EMPRESA FORA DE MG;02;20230115;00;;;20230113;4712100;;RUA;H;80;;CENTRO;01000000;SP;7107;11;999990013;;;;;forademg@example.com;;
10000014;0001;18;1;EMPRESA BAIXADA MG;08;20230115;01;;;20230114;4712100;;RUA;I;90;;CENTRO;30200000;MG;4123;31;999990014;;;;;baixada@example.com;;
10000015;0001;19;1;EMPRESA SEM EMAIL;02;20230115;00;;;20230116;4712100;;RUA;J;100;;CENTRO;30210000;MG;4123;31;999990015;;;;;;;
